index,title,writer,views,comments_count,likes,comments,keyword
6962281,미국 달러 어쩌구 하는데 반박해준다,"이미 미국 국채랑 달러 찍어내는 것 때문에 지금 달러는 예전 금과 바꿔주는 달러의 지위를 잃기 직전임. 그것 때매 워렌버핏등의 거물 투자자들이 2000년도부터 미국 달러를 대체할 수 있는 다른 걸 찾고 있었음. 그래서 금도 많이 매입하고 그랬음. 근데 그 와중에 생긴 게 비트코인임. 2024년도 관점에서 봤을 때 장기적인 관점으로 상승률도 대단했고 비트 한정으로 수량도 정해져있길래 디지털 금이라고 할 수 있을 정도로 딱 알맞는 대체제였음. 그와중에 트럼프라는 인물이 다시 나타난거임. 트럼프가 비트코인 모르던 시절인 2016년도 말에도 트럼프 당선되고 코인이 ㅈㄴ 올랐음. 근데 이번 2024 시즌은 다름. 애초에 반감기 후에 계속 코인 갖고 있었던 사람을 알고있겠지만 바이든 및 sec 등의 쿠사리로 반감기 동안 제대로 코인의 가치가 안 올라가져있었음. 트럼프가 당선 되면서 맞지 않았던 퍼즐이 딱 맞게 되면서 반감기에 의한 가격 상승도 올바르게 올라갔음. 즉 아직까지 트럼프가 펼칠 친 암호화폐 정책에 대해 제대로 선반영이 안 되어있다는 거임. 달러 대신에 트럼프가 코인을 선택한 이유가. 앞서 설명한 미국의 부채와 달러의 신용도 감소임. 미국 부채를 해결하기 위해 코인의 엄청난 떡상력을 믿고 그걸로 부채를 해결하려고 하고있음. 그리고 미국은 우리나라랑 다르게 로비의 국가다. 트럼프 당선전부터 비트코인쪽에서도 겁나 로비를 했고 트럼프도 가족 사업으로 부동산 사업 외에 이제 코인 사업도 한다.
그 상황에서 트럼프는 당연히 친코인 행보를 펼칠것이 자명한거지. 트럼프가 당선되면서부터 지금 차기 정부에 비트코인 옹호론자들만 한 자리 해주고있다. 안 그래도 미국 금융 정책이 전세계의 금융 흐름을 꽉 잡고있는데 파월 대체제, sec 쪽도 다 친암호화폐 인사들로 구성한다면 그 상황에서 코인은 떨어질까 오를까?",96,0,0,,트럼프
6961827,스텔라 놓친 애들 필독,"지금 놓친애들은 스텔라 지금이라도 살까 하지말고
블러 사라 스텔라 전고점에 오면 무조건 조정 오는데
지금 블러는 조정까지 아직 멀었다
최소 전 고점까지는 2~4배 남았고
트럼프 취임식 하고 나면 전 고점 뚫고 더 올라 갈 가능성이 크다
지금 당장 10프로 먹을려고 무리하지말고 올라갈 걸 미리 사놔라",213,0,0,,트럼프
6961742,스테이킹이 뭐냐? 솔라나 스테이킹?,트럼프 취임해서 이티에프인지 되면 개이득?,146,1,0,고기 굽는거임,트럼프
6961493,트럼프<<존나 사랑스러우면 개추 눌러볼까?,일단나부터 ㅋㅋㅋㅋㅋㅋㅋㅋ,67,0,5,,트럼프
6961457,스켈라전고1400 걍뚫겠다 ㅋㅋ 트럼프취임전까지걍뚫고 2 천간다,알간?,145,0,1,,트럼프
6961256,트럼프 연관코인 목록,알려주실분,195,2,1,"https://in.mt/upbit
고맙",트럼프
6961188,오늘 스텔라 떡상한 이유,"트럼프 호재 묻었다던데
이런 호재는 어디서찾냐",326,2,1,"https://in.mt/upbit
오 님짱",트럼프
6961130,나처럼 도지에 190원에 사서 업비트 지워야지 ㅋㅋㅋㅋ,190원에 1억넣고 삭제함 트럼프정부 끝날때까지 안깔예정 ㅋㅋㅋㅋㅋㅋ,204,2,0,"ㅋㅋ 천만원도 없을거 같은 그지련이 도지 800에 물려서 지워놨노 ㅋㅋㅋㅋㅋ
인증 ㄱㄱ ㅋㅋㅋ",트럼프
6960770,만약에 트럼프가 비트코인 정책 싹 다 폐기하면어케됨????????,다시 40k 찍히는거야?,65,0,0,,트럼프
6960261,스텔라 잡으라니깐 트럼프 당선 이후 6배 올랐다,개억까 당하던 코인이라 원래 자리로 보낸다는거임 시총 백조 이상 만든다는거다,142,0,0,,트럼프
6960230,진짜 병신들아 한번에 상승하는 거 말고,"블러처럼 지지반등 하면서 꾸준히 올라가는 거 사라니깐?
지금이 제일 쌀때라고
전고점 1100원 오면 반절 익절하고
1월에 트럼프 취임식 하고 1500~2000원까지는 보고 팔아도 안 늦는다니깐?
이번장에 졸업할 생각으로 욕심 부리면서 불나방 짓 하지마라
그러다가 본전도 못 찾는다",205,0,0,,트럼프
6960204,솔라나 연말 얼마까지 오른다고 봄?,트럼프 취임은 언제?,173,1,0,1월20일이네,트럼프
6959654,폴카닷 6만원 구조대 오냐?,아니 트럼프 취임해도 거긴 절대 못간다ㅇㅇ,110,1,0,못갈거 뭐있노. 어차피 세력맘인디,트럼프
6959550,2021년 불장이 지금보다 뤌씬 뜨거웠음?,"난 그때 진짜 1도관심이 없었네;; 근데 그때 도지 사태가 났다는거 들어보니 ""아 그랬구나"" 했음 
그럼 코인 몰라도 사는데 지정없구나 
나 이거 안하면 나만 뒤쳐지고 운지하는줄 알았음;; 
물론 그때랑 다르다면 지금은 트럼프가 취임을 해버려서 상당히 정치적인 코인 광풍이라능게 큼",167,2,0,"응 그떄는 100퍼는 기본이엿고 걍 돈먹고 돈넣는수준임
난 그때 일만했는데 꿈에도 몰랐을까;(
그때 많이버심? 실례지만",트럼프
6959432,코인 첨하는데 조언좀요 ㅜㅜ,"돈 조금 걸고하는데  차트보면 시간가는줄 모르네 ㅎㅎ 더 빨리 시작 해볼걸... 여윳돈 있는거 니어  8080원에  600만원 수이  5016원에  300만원... 유니스왑 15000원에  500만원 들어가있은데... 아직은 수이만 적자네.... 2월까지 묵혀둘껀데 어떻게 생각함..??  트럼프가 뒤통수치진
않겠지..?",129,1,0,"허튼소리하지 마시고, 리플 2000원에 매수걸고, 트럼프 취임하면 키세요.
샀다팔았다 하지말고",트럼프
6959237,폴리형님 질문있습니다~!,"웨이브 평단 2170에 들어가있는데 단기적인 펌핑이온다해도 안팔고
트럼프 취임식때까지 홀딩해보려고하는데 별로일까요? 단타치는거보단 홀딩해도 괜찮을만한 코인인것 같아서요 그리고 이클 42500쯤에 물려있는데 한번 더 상승 가능할까요?",174,3,0,"이클 물타고 냅둬라 내가 적당히먹고 빼랬잖아
어자피 한번 더 오를거다
웨이브도 취임식 이슈때까지 크게 안떨어지고 오를거다
일봉자체가 너무 깔끔해 지금
네 형님 알겠슴니다! 둘다 홀딩해놓겠습니다 ! 이클은 본전오면 빼는게 낫겠죠?
이더가 잘 못가서 걱정되네요 ㅠ",트럼프
6959035,스텔라 ㅅㅂ 머스크코인이냐?,트럼프 당선되고 개십사기됐네,138,0,0,,트럼프
6958922,난도지 200원대 8천태웟다,난 분묭 4년간 트럼프 정권 끝날때까지 존버탄다,146,0,0,,트럼프
6958352,도지 다시 힘 모았으니 오늘은 700 돌파 ㅋㅋㅋ,"트럼프 
머스크 응디만 믿고  갑니다  ㅋㅋㅋ",78,0,0,,트럼프
6958168,트럼프 당선유력했는데도 당선되고나서야 비트 50퍼쳐오름,,115,0,0,,트럼프
6958132,트럼프 뽕으로 오르는건데 정작,트럼프 아직 취임도 안했다 ㅋㅋ 사팔사팔좀 하지마라 멍청한새기들아,201,2,0,"트럼프 취임하면 더오를텐데 ㄹㅇ
그전에 수익실현해서 대폭락장 한번온다",트럼프
6958089,도지 트럼프때 오를거 같다 -> 개나소나 아는데,니같음 오르겟냐?,171,0,0,,트럼프
6958071,분석글) 코인 전망에 대한 견해,"1. 금리 인하, 25bp가 압도적
금리 인하할 시, 자금은 시장으로 나오게 되어있음 2. 비트코인 원동력
100k 달러까지는 갈거라는 대중들의 기대감에 유입은 계속 생기고 매수세가 강해질것임 3. sec 전 위원장 겐슬러 사퇴, 새로운 위원장 취임에 대한 기댓값 4. 모든 비트코인을 미국이 모듀 수집하겠다는 트럼프의 연설 Abstract: 횡보는 당연, 추매해서 롱포지션 홀드 추천.",169,1,0,반박 환영,트럼프
6958019,짧은 분석) 폴리마켓을 통해서 본 코인 전망,"1. 금리 인하, 25bp가 압도적
금리 인하할 시, 자금은 시장으로 나오게 되어있음 2. 비트코인 원동력
100k 달러까지는 갈거라는 대중들의 기대감에 유입은 계속 생기고 매수세가 강해질것임 3. sec 전 위원장 겐슬러 사퇴, 새로운 위원장 취임에 대한 기댓값 4. 모든 비트코인을 미국이 모듀 수집하겠다는 트럼프의 연설 Abstract: 횡보는 당연, 추매해서 홀드 추천.",128,1,0,반박 환영,트럼프
6958014,도지 650원 다시 뚫으려면,"내 예상 한달정도 걸릴듯
트럼프 취침식때까지 물린애들 존버해라 난 단타로 딴거 잘 빨아먹을게 참고로 난 도지 630원에 다 익절 ㅋ",231,0,0,,트럼프
6957994,도지 투표 당일날 200원 스타트에,트럼프 당선 확실시 될때 400원 그때가 기억나는구먼,136,0,0,,트럼프
6957975,도지견들 미래 예상이간다,"트럼프 시발놈
일론마스크 개시발련",120,0,0,,트럼프
6957842,보랄 개떨리는 거 아는데,그냥 자라 트럼프 취임하면 어차피 다 올라간다.,115,0,0,,트럼프
6957808,트럼프취임두달이나남았어,길게봐,144,0,0,,트럼프
6957616,이제 안팔아 어차피 올라,"당장 급전 필요한 사람이나 똥줄타지
조까
트럼프 임기전날 보자ㅋㅋ",117,0,0,,트럼프
6957601,비트 100k 못뚫을거같지않냐?,트럼프 임기때 뚫을듯,115,0,0,,트럼프
6957416,트럼프 : 코인이 달러 대체할일은 없을것,라고해줘,215,0,0,,트럼프
6957409,애들아 나 진지하게 생각하는건데,"스텔라 하루만에 50퍼 올랐는데
이게 더 오를수가 있는거냐 호재가 있다해도 여기서 더 오름? 무조건 조정이겠지? 트럼프가 언급하는거면 모를까 아무리 불장이여도 이번 시즌에 이정도는 잘없던거 같은데",259,0,0,,트럼프
6957358,도지 차트 지난주에도 똑같이 그랫어 (내용 일어),도지 550원에서 480원까지 떨어지고 횡보하다가 어제 엄청 올랏자나 모가 문젠데ㅡ 걍 그 독일인이 태통령 취임할때까지 기다려봐 ㅡㅡ 트럼프가 아다 코인 오너를 크립토 장관으로 임명할수잇다고 이야기 들엇늗네,233,0,0,,트럼프
6957332,실시간 트럼프 스텔라 언급 떴다,뉴스는 니네가 알아서 찾아봐라,471,0,4,,트럼프
6957307,실시간 트럼프 일론머스크 언팔 떴다,개추시 스텔라 한달안에 3000원됨,618,0,15,,트럼프
6956856,트럼프취임아지두달이나남았다는거임,ㅋㅋ,163,0,0,,트럼프
6956840,제일 장기적으로는 도지가 안전최고아닌가,트럼프집권기간한정,318,3,2,"믿다가나락가는수가있음
왜? 
원래 침팬치는 그 상황이 닥쳐야 타기시작함ㅋ 미리 안타있고",트럼프
6956803,도지는 트럼프 취임하고 머스크 요직 앉으면 달나라 가는거 아님??,오히려 지금이 싸게 살수있는 좋은 기회아님??,398,2,0,"긍정적으로보면 그게맞지 ㅋㅋ 
맞음",트럼프
6956796,트럼프가 코인 거래소 운영하면 뭐가 상장될까ㅋㅋㅋ,김치코인은 탈락!!,207,0,0,,트럼프
6956717,한마디만한다,"나는 단타도 안하고 걍 메이저 들고만있는데
트럼프 취임전,
더 보수적으로 올해까지
비트 폭락이나 큰 조정이 올거라 생각안한다.
걍 일희일비하지말고 크게봐라
좆같은 코인 쳐타지말고",156,0,0,,트럼프
6956197,제대로 조정빔 맞으면 트럼프 당선전으로 돌아가는거다 생각하고 해라 ㅋㅋ,조정오지도 않았는데 패닉셀 하는거보소 ㅋ  가서 걍 s&p나 매수하세요,91,0,0,,트럼프
6956099,트럼프땜에 우크라이나 이스라엘 큰일남,ㄱㄱ,93,0,0,,트럼프
6956078,트럼프 전쟁빔 ㄱㄱㄱ,ㄱㄱ,65,0,0,,트럼프
6955990,천천히하자 트럼프취임 1월이다,12월에는 한파가 불수도 있다,90,0,0,,트럼프
6955931,지금 물린 새끼들 구조대 최소 2년 걸린다 본다,트럼프 정권때 호재빔 맞고 탈출하는 방법밖에 없음 ㅇㅇ,200,0,0,,트럼프
6955912,스텔라 700층인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"현재 -3%다 ㅋㅋㅋㅋㅋㅋㅋ 근데 뭐 어쩔건데 트럼프가 정책 밀고
sex 의장 사임하면 2차 폭발 또 터질텐데 뭐 어쩌라고?ㅋㅋㅋㅋ 내려보던가 시바 ㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ",277,0,0,,트럼프
6955893,[속보] 트럼프 당선인 숨쉰채 발견,니미,124,0,0,,트럼프
6955870,내가 트럼프 더 영향력 큰거 같으면 개추 ㅋㅋㅋ,내가 타기만하면 미국이 올리던 코인도 번지점프하면 개추 ㅋㅋㅋㅋ,112,0,1,,트럼프
6955828,비트 시발련아 ㅋㅋㅋ 니가 장난질해봤자 뭐할건데?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,응 트럼프가 밀면 또 떡상이야 수고~ㅋㅋㅋㅋㅋㅋ,115,0,0,,트럼프
6955429,진짜 현실적으로 트럼프 재임기간 동안 비트 어디까지 갈 거라 봄?,ㅇㅇ 걍 의견이 궁금함,107,1,0,3억,트럼프
6954593,도지 언제 1달러감,트럼프 대통령 되고 나서?,45,0,0,,트럼프
6954445,시발 트럼프 팬티에 스텔라 러브 써있었냐?,갑자기 왜 이지랄임?,64,0,0,,트럼프
6953747,스텔라루멘 대표가 트럼프 대학동기래 ㅋㅋ,씨발 20달러간다,175,1,0,75년생인데 뭔 트럼프랑 동기야 개병신련아 ㅋㅋ,트럼프
6953696,드리프트 무조건 4천원 간다,조정 오는건 내알빠 아니고 트럼프 임기 시작하면 무조건 오른다 심지어 이름도 드리프트임 ㅇㅇ,77,0,0,,트럼프
6953667,2021년 불장이 대략 5-6개월이었음,이제 길게봐서 비트부터 해서 두달이고 리플 스텔라 쏜게 몇일 안됨 그때 잡코인들 10배 20배씩 펌핑함 이제 2-3배 가지고 지랄들 하지말고 그냥 최소 내년 트럼프 취임할때까지는 쳐 가지고 있어라 샀다 팔았다 하면 돈 못번다. 돈천만원만 잘 넣어놓으면  억대가 될수도 있는 기회야 병신들아,272,1,3,어따대고 감히 나를 개조하려드노? 단타가 갑이디 병신새끼야 ㅋㅋㅋ,트럼프
6953650,슬슬 도미 개작살나는거보니까,"일단 비트는 10만달러가 한계로 보고 알트로 자금 몰리는중임
이번 1차 알트 순환펌핑 끝나면
머장 조정오고 알트도 같이 조정오면서
트럼프 임기시작에 맞춰서 머장 15만 달러감
일단 이번달부터 다음달 초중까지는
알트 순환펌핑장임
지금 안오른 잡알트들 매수해라
안오른거 타면 무조건 최소 2~3배 먹는다",170,0,0,,트럼프
